PLAYER,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-
Josh Green,28:22,7,11,63.6,6,9,66.7,0,0,0.0,1,0,1,3,4,0,0,1,20,7
Miles Bridges,28:46,7,14,50.0,2,7,28.6,5,7,71.4,1,6,7,8,0,1,1,1,21,12
Mark Williams,28:38,5,6,83.3,0,0,0.0,4,4,100,2,8,10,3,1,0,3,2,14,14
DaQuan Jeffries,32:44,5,9,55.6,3,7,42.9,0,0,0.0,0,1,1,1,1,0,1,4,13,4
LaMelo Ball,29:07,9,13,69.2,7,11,63.6,2,2,100,1,2,3,15,1,0,4,0,27,27
Marcus Garrett,18:53,1,6,16.7,1,2,50.0,2,2,100,1,0,1,3,0,1,1,2,5,-16
Nick Smith Jr.N. Smith Jr.,27:23,9,12,75.0,6,7,85.7,2,2,100,0,3,3,5,0,0,4,3,26,2
Jusuf NurkićJ. Nurkić,12:50,6,7,85.7,0,1,0.0,2,2,100,0,3,3,1,0,0,2,4,14,4
Seth Curry,18:36,2,4,50.0,1,2,50.0,0,0,0.0,0,2,2,2,0,0,1,0,5,11
Wendell Moore Jr.W. Moore Jr.,8:38,0,1,0.0,0,0,0.0,0,0,0.0,1,0,1,1,0,0,0,0,0,-2
Moussa DiabatéM. Diabaté,6:03,0,2,0.0,0,0,0.0,0,0,0.0,1,1,2,0,0,0,1,0,0,-8
Taj Gibson,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,
TOTALS,,51,85,60.0,26,46,56.5,17,19,89.5,8,26,34,42,7,2,18,17,145,11
